id,date,store,item,day,year,month,datetime,weekday,weekday_name
22177,2018-02-07,7,25,7,2018,2,2018-02-07,2,Wednesday
22178,2018-02-08,7,25,8,2018,2,2018-02-08,3,Thursday
22179,2018-02-09,7,25,9,2018,2,2018-02-09,4,Friday
22180,2018-02-10,7,25,10,2018,2,2018-02-10,5,Saturday
22181,2018-02-11,7,25,11,2018,2,2018-02-11,6,Sunday
22182,2018-02-12,7,25,12,2018,2,2018-02-12,0,Monday
22183,2018-02-13,7,25,13,2018,2,2018-02-13,1,Tuesday
22184,2018-02-14,7,25,14,2018,2,2018-02-14,2,Wednesday
22185,2018-02-15,7,25,15,2018,2,2018-02-15,3,Thursday
22186,2018-02-16,7,25,16,2018,2,2018-02-16,4,Friday
22187,2018-02-17,7,25,17,2018,2,2018-02-17,5,Saturday
22188,2018-02-18,7,25,18,2018,2,2018-02-18,6,Sunday
22189,2018-02-19,7,25,19,2018,2,2018-02-19,0,Monday
22190,2018-02-20,7,25,20,2018,2,2018-02-20,1,Tuesday
22191,2018-02-21,7,25,21,2018,2,2018-02-21,2,Wednesday
22192,2018-02-22,7,25,22,2018,2,2018-02-22,3,Thursday
22193,2018-02-23,7,25,23,2018,2,2018-02-23,4,Friday
22194,2018-02-24,7,25,24,2018,2,2018-02-24,5,Saturday
22195,2018-02-25,7,25,25,2018,2,2018-02-25,6,Sunday
22196,2018-02-26,7,25,26,2018,2,2018-02-26,0,Monday
22197,2018-02-27,7,25,27,2018,2,2018-02-27,1,Tuesday
22198,2018-02-28,7,25,28,2018,2,2018-02-28,2,Wednesday
22199,2018-03-01,7,25,1,2018,3,2018-03-01,3,Thursday
22200,2018-03-02,7,25,2,2018,3,2018-03-02,4,Friday
22201,2018-03-03,7,25,3,2018,3,2018-03-03,5,Saturday
22202,2018-03-04,7,25,4,2018,3,2018-03-04,6,Sunday
22203,2018-03-05,7,25,5,2018,3,2018-03-05,0,Monday
22204,2018-03-06,7,25,6,2018,3,2018-03-06,1,Tuesday
22205,2018-03-07,7,25,7,2018,3,2018-03-07,2,Wednesday
22206,2018-03-08,7,25,8,2018,3,2018-03-08,3,Thursday
22207,2018-03-09,7,25,9,2018,3,2018-03-09,4,Friday
22208,2018-03-10,7,25,10,2018,3,2018-03-10,5,Saturday
22209,2018-03-11,7,25,11,2018,3,2018-03-11,6,Sunday
22210,2018-03-12,7,25,12,2018,3,2018-03-12,0,Monday
22211,2018-03-13,7,25,13,2018,3,2018-03-13,1,Tuesday
22212,2018-03-14,7,25,14,2018,3,2018-03-14,2,Wednesday
22213,2018-03-15,7,25,15,2018,3,2018-03-15,3,Thursday
22214,2018-03-16,7,25,16,2018,3,2018-03-16,4,Friday
22215,2018-03-17,7,25,17,2018,3,2018-03-17,5,Saturday
22216,2018-03-18,7,25,18,2018,3,2018-03-18,6,Sunday
22217,2018-03-19,7,25,19,2018,3,2018-03-19,0,Monday
22218,2018-03-20,7,25,20,2018,3,2018-03-20,1,Tuesday
22219,2018-03-21,7,25,21,2018,3,2018-03-21,2,Wednesday
22220,2018-03-22,7,25,22,2018,3,2018-03-22,3,Thursday
22221,2018-03-23,7,25,23,2018,3,2018-03-23,4,Friday
22222,2018-03-24,7,25,24,2018,3,2018-03-24,5,Saturday
22223,2018-03-25,7,25,25,2018,3,2018-03-25,6,Sunday
22224,2018-03-26,7,25,26,2018,3,2018-03-26,0,Monday
22225,2018-03-27,7,25,27,2018,3,2018-03-27,1,Tuesday
22226,2018-03-28,7,25,28,2018,3,2018-03-28,2,Wednesday
22227,2018-03-29,7,25,29,2018,3,2018-03-29,3,Thursday
22228,2018-03-30,7,25,30,2018,3,2018-03-30,4,Friday
22229,2018-03-31,7,25,31,2018,3,2018-03-31,5,Saturday
22230,2018-01-01,8,25,1,2018,1,2018-01-01,0,Monday
22231,2018-01-02,8,25,2,2018,1,2018-01-02,1,Tuesday
22232,2018-01-03,8,25,3,2018,1,2018-01-03,2,Wednesday
22233,2018-01-04,8,25,4,2018,1,2018-01-04,3,Thursday
22234,2018-01-05,8,25,5,2018,1,2018-01-05,4,Friday
22235,2018-01-06,8,25,6,2018,1,2018-01-06,5,Saturday
22236,2018-01-07,8,25,7,2018,1,2018-01-07,6,Sunday
22237,2018-01-08,8,25,8,2018,1,2018-01-08,0,Monday
22238,2018-01-09,8,25,9,2018,1,2018-01-09,1,Tuesday
22239,2018-01-10,8,25,10,2018,1,2018-01-10,2,Wednesday
22240,2018-01-11,8,25,11,2018,1,2018-01-11,3,Thursday
22241,2018-01-12,8,25,12,2018,1,2018-01-12,4,Friday
22242,2018-01-13,8,25,13,2018,1,2018-01-13,5,Saturday
22243,2018-01-14,8,25,14,2018,1,2018-01-14,6,Sunday
22244,2018-01-15,8,25,15,2018,1,2018-01-15,0,Monday
22245,2018-01-16,8,25,16,2018,1,2018-01-16,1,Tuesday
22246,2018-01-17,8,25,17,2018,1,2018-01-17,2,Wednesday
22247,2018-01-18,8,25,18,2018,1,2018-01-18,3,Thursday
22248,2018-01-19,8,25,19,2018,1,2018-01-19,4,Friday
22249,2018-01-20,8,25,20,2018,1,2018-01-20,5,Saturday
22250,2018-01-21,8,25,21,2018,1,2018-01-21,6,Sunday
22251,2018-01-22,8,25,22,2018,1,2018-01-22,0,Monday
22252,2018-01-23,8,25,23,2018,1,2018-01-23,1,Tuesday
22253,2018-01-24,8,25,24,2018,1,2018-01-24,2,Wednesday
22254,2018-01-25,8,25,25,2018,1,2018-01-25,3,Thursday
22255,2018-01-26,8,25,26,2018,1,2018-01-26,4,Friday
22256,2018-01-27,8,25,27,2018,1,2018-01-27,5,Saturday
22257,2018-01-28,8,25,28,2018,1,2018-01-28,6,Sunday
22258,2018-01-29,8,25,29,2018,1,2018-01-29,0,Monday
22259,2018-01-30,8,25,30,2018,1,2018-01-30,1,Tuesday
22260,2018-01-31,8,25,31,2018,1,2018-01-31,2,Wednesday
22261,2018-02-01,8,25,1,2018,2,2018-02-01,3,Thursday
22262,2018-02-02,8,25,2,2018,2,2018-02-02,4,Friday
22263,2018-02-03,8,25,3,2018,2,2018-02-03,5,Saturday
22264,2018-02-04,8,25,4,2018,2,2018-02-04,6,Sunday
22265,2018-02-05,8,25,5,2018,2,2018-02-05,0,Monday
22266,2018-02-06,8,25,6,2018,2,2018-02-06,1,Tuesday
22267,2018-02-07,8,25,7,2018,2,2018-02-07,2,Wednesday
22268,2018-02-08,8,25,8,2018,2,2018-02-08,3,Thursday
22269,2018-02-09,8,25,9,2018,2,2018-02-09,4,Friday
22270,2018-02-10,8,25,10,2018,2,2018-02-10,5,Saturday
22271,2018-02-11,8,25,11,2018,2,2018-02-11,6,Sunday
22272,2018-02-12,8,25,12,2018,2,2018-02-12,0,Monday
22273,2018-02-13,8,25,13,2018,2,2018-02-13,1,Tuesday
22274,2018-02-14,8,25,14,2018,2,2018-02-14,2,Wednesday
22275,2018-02-15,8,25,15,2018,2,2018-02-15,3,Thursday
22276,2018-02-16,8,25,16,2018,2,2018-02-16,4,Friday
22277,2018-02-17,8,25,17,2018,2,2018-02-17,5,Saturday
22278,2018-02-18,8,25,18,2018,2,2018-02-18,6,Sunday
22279,2018-02-19,8,25,19,2018,2,2018-02-19,0,Monday
22280,2018-02-20,8,25,20,2018,2,2018-02-20,1,Tuesday
22281,2018-02-21,8,25,21,2018,2,2018-02-21,2,Wednesday
22282,2018-02-22,8,25,22,2018,2,2018-02-22,3,Thursday
22283,2018-02-23,8,25,23,2018,2,2018-02-23,4,Friday
22284,2018-02-24,8,25,24,2018,2,2018-02-24,5,Saturday
22285,2018-02-25,8,25,25,2018,2,2018-02-25,6,Sunday
22286,2018-02-26,8,25,26,2018,2,2018-02-26,0,Monday
22287,2018-02-27,8,25,27,2018,2,2018-02-27,1,Tuesday
22288,2018-02-28,8,25,28,2018,2,2018-02-28,2,Wednesday
22289,2018-03-01,8,25,1,2018,3,2018-03-01,3,Thursday
22290,2018-03-02,8,25,2,2018,3,2018-03-02,4,Friday
22291,2018-03-03,8,25,3,2018,3,2018-03-03,5,Saturday
22292,2018-03-04,8,25,4,2018,3,2018-03-04,6,Sunday
22293,2018-03-05,8,25,5,2018,3,2018-03-05,0,Monday
22294,2018-03-06,8,25,6,2018,3,2018-03-06,1,Tuesday
22295,2018-03-07,8,25,7,2018,3,2018-03-07,2,Wednesday
22296,2018-03-08,8,25,8,2018,3,2018-03-08,3,Thursday
22297,2018-03-09,8,25,9,2018,3,2018-03-09,4,Friday
22298,2018-03-10,8,25,10,2018,3,2018-03-10,5,Saturday
22299,2018-03-11,8,25,11,2018,3,2018-03-11,6,Sunday
22300,2018-03-12,8,25,12,2018,3,2018-03-12,0,Monday
22301,2018-03-13,8,25,13,2018,3,2018-03-13,1,Tuesday
22302,2018-03-14,8,25,14,2018,3,2018-03-14,2,Wednesday
22303,2018-03-15,8,25,15,2018,3,2018-03-15,3,Thursday
22304,2018-03-16,8,25,16,2018,3,2018-03-16,4,Friday
22305,2018-03-17,8,25,17,2018,3,2018-03-17,5,Saturday
22306,2018-03-18,8,25,18,2018,3,2018-03-18,6,Sunday
22307,2018-03-19,8,25,19,2018,3,2018-03-19,0,Monday
22308,2018-03-20,8,25,20,2018,3,2018-03-20,1,Tuesday
22309,2018-03-21,8,25,21,2018,3,2018-03-21,2,Wednesday
22310,2018-03-22,8,25,22,2018,3,2018-03-22,3,Thursday
22311,2018-03-23,8,25,23,2018,3,2018-03-23,4,Friday
22312,2018-03-24,8,25,24,2018,3,2018-03-24,5,Saturday
22313,2018-03-25,8,25,25,2018,3,2018-03-25,6,Sunday
22314,2018-03-26,8,25,26,2018,3,2018-03-26,0,Monday
22315,2018-03-27,8,25,27,2018,3,2018-03-27,1,Tuesday
22316,2018-03-28,8,25,28,2018,3,2018-03-28,2,Wednesday
22317,2018-03-29,8,25,29,2018,3,2018-03-29,3,Thursday
22318,2018-03-30,8,25,30,2018,3,2018-03-30,4,Friday
22319,2018-03-31,8,25,31,2018,3,2018-03-31,5,Saturday
22320,2018-01-01,9,25,1,2018,1,2018-01-01,0,Monday
22321,2018-01-02,9,25,2,2018,1,2018-01-02,1,Tuesday
22322,2018-01-03,9,25,3,2018,1,2018-01-03,2,Wednesday
22323,2018-01-04,9,25,4,2018,1,2018-01-04,3,Thursday
22324,2018-01-05,9,25,5,2018,1,2018-01-05,4,Friday
22325,2018-01-06,9,25,6,2018,1,2018-01-06,5,Saturday
22326,2018-01-07,9,25,7,2018,1,2018-01-07,6,Sunday
22327,2018-01-08,9,25,8,2018,1,2018-01-08,0,Monday
22328,2018-01-09,9,25,9,2018,1,2018-01-09,1,Tuesday
22329,2018-01-10,9,25,10,2018,1,2018-01-10,2,Wednesday
22330,2018-01-11,9,25,11,2018,1,2018-01-11,3,Thursday
22331,2018-01-12,9,25,12,2018,1,2018-01-12,4,Friday
22332,2018-01-13,9,25,13,2018,1,2018-01-13,5,Saturday
22333,2018-01-14,9,25,14,2018,1,2018-01-14,6,Sunday
22334,2018-01-15,9,25,15,2018,1,2018-01-15,0,Monday
22335,2018-01-16,9,25,16,2018,1,2018-01-16,1,Tuesday
22336,2018-01-17,9,25,17,2018,1,2018-01-17,2,Wednesday
22337,2018-01-18,9,25,18,2018,1,2018-01-18,3,Thursday
22338,2018-01-19,9,25,19,2018,1,2018-01-19,4,Friday
22339,2018-01-20,9,25,20,2018,1,2018-01-20,5,Saturday
22340,2018-01-21,9,25,21,2018,1,2018-01-21,6,Sunday
22341,2018-01-22,9,25,22,2018,1,2018-01-22,0,Monday
22342,2018-01-23,9,25,23,2018,1,2018-01-23,1,Tuesday
22343,2018-01-24,9,25,24,2018,1,2018-01-24,2,Wednesday
22344,2018-01-25,9,25,25,2018,1,2018-01-25,3,Thursday
22345,2018-01-26,9,25,26,2018,1,2018-01-26,4,Friday
22346,2018-01-27,9,25,27,2018,1,2018-01-27,5,Saturday
22347,2018-01-28,9,25,28,2018,1,2018-01-28,6,Sunday
22348,2018-01-29,9,25,29,2018,1,2018-01-29,0,Monday
22349,2018-01-30,9,25,30,2018,1,2018-01-30,1,Tuesday
22350,2018-01-31,9,25,31,2018,1,2018-01-31,2,Wednesday
22351,2018-02-01,9,25,1,2018,2,2018-02-01,3,Thursday
22352,2018-02-02,9,25,2,2018,2,2018-02-02,4,Friday
22353,2018-02-03,9,25,3,2018,2,2018-02-03,5,Saturday
22354,2018-02-04,9,25,4,2018,2,2018-02-04,6,Sunday
22355,2018-02-05,9,25,5,2018,2,2018-02-05,0,Monday
22356,2018-02-06,9,25,6,2018,2,2018-02-06,1,Tuesday
22357,2018-02-07,9,25,7,2018,2,2018-02-07,2,Wednesday
22358,2018-02-08,9,25,8,2018,2,2018-02-08,3,Thursday
22359,2018-02-09,9,25,9,2018,2,2018-02-09,4,Friday
22360,2018-02-10,9,25,10,2018,2,2018-02-10,5,Saturday
22361,2018-02-11,9,25,11,2018,2,2018-02-11,6,Sunday
22362,2018-02-12,9,25,12,2018,2,2018-02-12,0,Monday
22363,2018-02-13,9,25,13,2018,2,2018-02-13,1,Tuesday
22364,2018-02-14,9,25,14,2018,2,2018-02-14,2,Wednesday
22365,2018-02-15,9,25,15,2018,2,2018-02-15,3,Thursday
22366,2018-02-16,9,25,16,2018,2,2018-02-16,4,Friday
22367,2018-02-17,9,25,17,2018,2,2018-02-17,5,Saturday
22368,2018-02-18,9,25,18,2018,2,2018-02-18,6,Sunday
22369,2018-02-19,9,25,19,2018,2,2018-02-19,0,Monday
22370,2018-02-20,9,25,20,2018,2,2018-02-20,1,Tuesday
22371,2018-02-21,9,25,21,2018,2,2018-02-21,2,Wednesday
22372,2018-02-22,9,25,22,2018,2,2018-02-22,3,Thursday
22373,2018-02-23,9,25,23,2018,2,2018-02-23,4,Friday
22374,2018-02-24,9,25,24,2018,2,2018-02-24,5,Saturday
22375,2018-02-25,9,25,25,2018,2,2018-02-25,6,Sunday
22376,2018-02-26,9,25,26,2018,2,2018-02-26,0,Monday
22377,2018-02-27,9,25,27,2018,2,2018-02-27,1,Tuesday
22378,2018-02-28,9,25,28,2018,2,2018-02-28,2,Wednesday
22379,2018-03-01,9,25,1,2018,3,2018-03-01,3,Thursday
22380,2018-03-02,9,25,2,2018,3,2018-03-02,4,Friday
22381,2018-03-03,9,25,3,2018,3,2018-03-03,5,Saturday
22382,2018-03-04,9,25,4,2018,3,2018-03-04,6,Sunday
22383,2018-03-05,9,25,5,2018,3,2018-03-05,0,Monday
22384,2018-03-06,9,25,6,2018,3,2018-03-06,1,Tuesday
22385,2018-03-07,9,25,7,2018,3,2018-03-07,2,Wednesday
22386,2018-03-08,9,25,8,2018,3,2018-03-08,3,Thursday
22387,2018-03-09,9,25,9,2018,3,2018-03-09,4,Friday
22388,2018-03-10,9,25,10,2018,3,2018-03-10,5,Saturday
22389,2018-03-11,9,25,11,2018,3,2018-03-11,6,Sunday
22390,2018-03-12,9,25,12,2018,3,2018-03-12,0,Monday
22391,2018-03-13,9,25,13,2018,3,2018-03-13,1,Tuesday
22392,2018-03-14,9,25,14,2018,3,2018-03-14,2,Wednesday
22393,2018-03-15,9,25,15,2018,3,2018-03-15,3,Thursday
22394,2018-03-16,9,25,16,2018,3,2018-03-16,4,Friday
22395,2018-03-17,9,25,17,2018,3,2018-03-17,5,Saturday
22396,2018-03-18,9,25,18,2018,3,2018-03-18,6,Sunday
22397,2018-03-19,9,25,19,2018,3,2018-03-19,0,Monday
22398,2018-03-20,9,25,20,2018,3,2018-03-20,1,Tuesday
22399,2018-03-21,9,25,21,2018,3,2018-03-21,2,Wednesday
22400,2018-03-22,9,25,22,2018,3,2018-03-22,3,Thursday
22401,2018-03-23,9,25,23,2018,3,2018-03-23,4,Friday
22402,2018-03-24,9,25,24,2018,3,2018-03-24,5,Saturday
22403,2018-03-25,9,25,25,2018,3,2018-03-25,6,Sunday
22404,2018-03-26,9,25,26,2018,3,2018-03-26,0,Monday
22405,2018-03-27,9,25,27,2018,3,2018-03-27,1,Tuesday
22406,2018-03-28,9,25,28,2018,3,2018-03-28,2,Wednesday
22407,2018-03-29,9,25,29,2018,3,2018-03-29,3,Thursday
22408,2018-03-30,9,25,30,2018,3,2018-03-30,4,Friday
22409,2018-03-31,9,25,31,2018,3,2018-03-31,5,Saturday
22410,2018-01-01,10,25,1,2018,1,2018-01-01,0,Monday
22411,2018-01-02,10,25,2,2018,1,2018-01-02,1,Tuesday
22412,2018-01-03,10,25,3,2018,1,2018-01-03,2,Wednesday
22413,2018-01-04,10,25,4,2018,1,2018-01-04,3,Thursday
22414,2018-01-05,10,25,5,2018,1,2018-01-05,4,Friday
22415,2018-01-06,10,25,6,2018,1,2018-01-06,5,Saturday
22416,2018-01-07,10,25,7,2018,1,2018-01-07,6,Sunday
22417,2018-01-08,10,25,8,2018,1,2018-01-08,0,Monday
22418,2018-01-09,10,25,9,2018,1,2018-01-09,1,Tuesday
22419,2018-01-10,10,25,10,2018,1,2018-01-10,2,Wednesday
22420,2018-01-11,10,25,11,2018,1,2018-01-11,3,Thursday
22421,2018-01-12,10,25,12,2018,1,2018-01-12,4,Friday
22422,2018-01-13,10,25,13,2018,1,2018-01-13,5,Saturday
22423,2018-01-14,10,25,14,2018,1,2018-01-14,6,Sunday
22424,2018-01-15,10,25,15,2018,1,2018-01-15,0,Monday
22425,2018-01-16,10,25,16,2018,1,2018-01-16,1,Tuesday
22426,2018-01-17,10,25,17,2018,1,2018-01-17,2,Wednesday
22427,2018-01-18,10,25,18,2018,1,2018-01-18,3,Thursday
22428,2018-01-19,10,25,19,2018,1,2018-01-19,4,Friday
22429,2018-01-20,10,25,20,2018,1,2018-01-20,5,Saturday
22430,2018-01-21,10,25,21,2018,1,2018-01-21,6,Sunday
22431,2018-01-22,10,25,22,2018,1,2018-01-22,0,Monday
22432,2018-01-23,10,25,23,2018,1,2018-01-23,1,Tuesday
22433,2018-01-24,10,25,24,2018,1,2018-01-24,2,Wednesday
22434,2018-01-25,10,25,25,2018,1,2018-01-25,3,Thursday
22435,2018-01-26,10,25,26,2018,1,2018-01-26,4,Friday
22436,2018-01-27,10,25,27,2018,1,2018-01-27,5,Saturday
22437,2018-01-28,10,25,28,2018,1,2018-01-28,6,Sunday
22438,2018-01-29,10,25,29,2018,1,2018-01-29,0,Monday
22439,2018-01-30,10,25,30,2018,1,2018-01-30,1,Tuesday
22440,2018-01-31,10,25,31,2018,1,2018-01-31,2,Wednesday
22441,2018-02-01,10,25,1,2018,2,2018-02-01,3,Thursday
22442,2018-02-02,10,25,2,2018,2,2018-02-02,4,Friday
22443,2018-02-03,10,25,3,2018,2,2018-02-03,5,Saturday
22444,2018-02-04,10,25,4,2018,2,2018-02-04,6,Sunday
22445,2018-02-05,10,25,5,2018,2,2018-02-05,0,Monday
22446,2018-02-06,10,25,6,2018,2,2018-02-06,1,Tuesday
22447,2018-02-07,10,25,7,2018,2,2018-02-07,2,Wednesday
22448,2018-02-08,10,25,8,2018,2,2018-02-08,3,Thursday
22449,2018-02-09,10,25,9,2018,2,2018-02-09,4,Friday
22450,2018-02-10,10,25,10,2018,2,2018-02-10,5,Saturday
22451,2018-02-11,10,25,11,2018,2,2018-02-11,6,Sunday
22452,2018-02-12,10,25,12,2018,2,2018-02-12,0,Monday
22453,2018-02-13,10,25,13,2018,2,2018-02-13,1,Tuesday
22454,2018-02-14,10,25,14,2018,2,2018-02-14,2,Wednesday
22455,2018-02-15,10,25,15,2018,2,2018-02-15,3,Thursday
22456,2018-02-16,10,25,16,2018,2,2018-02-16,4,Friday
22457,2018-02-17,10,25,17,2018,2,2018-02-17,5,Saturday
22458,2018-02-18,10,25,18,2018,2,2018-02-18,6,Sunday
22459,2018-02-19,10,25,19,2018,2,2018-02-19,0,Monday
22460,2018-02-20,10,25,20,2018,2,2018-02-20,1,Tuesday
22461,2018-02-21,10,25,21,2018,2,2018-02-21,2,Wednesday
22462,2018-02-22,10,25,22,2018,2,2018-02-22,3,Thursday
22463,2018-02-23,10,25,23,2018,2,2018-02-23,4,Friday
22464,2018-02-24,10,25,24,2018,2,2018-02-24,5,Saturday
22465,2018-02-25,10,25,25,2018,2,2018-02-25,6,Sunday
22466,2018-02-26,10,25,26,2018,2,2018-02-26,0,Monday
22467,2018-02-27,10,25,27,2018,2,2018-02-27,1,Tuesday
22468,2018-02-28,10,25,28,2018,2,2018-02-28,2,Wednesday
22469,2018-03-01,10,25,1,2018,3,2018-03-01,3,Thursday
22470,2018-03-02,10,25,2,2018,3,2018-03-02,4,Friday
22471,2018-03-03,10,25,3,2018,3,2018-03-03,5,Saturday
22472,2018-03-04,10,25,4,2018,3,2018-03-04,6,Sunday
22473,2018-03-05,10,25,5,2018,3,2018-03-05,0,Monday
22474,2018-03-06,10,25,6,2018,3,2018-03-06,1,Tuesday
22475,2018-03-07,10,25,7,2018,3,2018-03-07,2,Wednesday
22476,2018-03-08,10,25,8,2018,3,2018-03-08,3,Thursday
22477,2018-03-09,10,25,9,2018,3,2018-03-09,4,Friday
22478,2018-03-10,10,25,10,2018,3,2018-03-10,5,Saturday
22479,2018-03-11,10,25,11,2018,3,2018-03-11,6,Sunday
22480,2018-03-12,10,25,12,2018,3,2018-03-12,0,Monday
22481,2018-03-13,10,25,13,2018,3,2018-03-13,1,Tuesday
22482,2018-03-14,10,25,14,2018,3,2018-03-14,2,Wednesday
22483,2018-03-15,10,25,15,2018,3,2018-03-15,3,Thursday
22484,2018-03-16,10,25,16,2018,3,2018-03-16,4,Friday
22485,2018-03-17,10,25,17,2018,3,2018-03-17,5,Saturday
22486,2018-03-18,10,25,18,2018,3,2018-03-18,6,Sunday
22487,2018-03-19,10,25,19,2018,3,2018-03-19,0,Monday
22488,2018-03-20,10,25,20,2018,3,2018-03-20,1,Tuesday
22489,2018-03-21,10,25,21,2018,3,2018-03-21,2,Wednesday
22490,2018-03-22,10,25,22,2018,3,2018-03-22,3,Thursday
22491,2018-03-23,10,25,23,2018,3,2018-03-23,4,Friday
22492,2018-03-24,10,25,24,2018,3,2018-03-24,5,Saturday
22493,2018-03-25,10,25,25,2018,3,2018-03-25,6,Sunday
22494,2018-03-26,10,25,26,2018,3,2018-03-26,0,Monday
22495,2018-03-27,10,25,27,2018,3,2018-03-27,1,Tuesday
22496,2018-03-28,10,25,28,2018,3,2018-03-28,2,Wednesday
22497,2018-03-29,10,25,29,2018,3,2018-03-29,3,Thursday
22498,2018-03-30,10,25,30,2018,3,2018-03-30,4,Friday
22499,2018-03-31,10,25,31,2018,3,2018-03-31,5,Saturday
22500,2018-01-01,1,26,1,2018,1,2018-01-01,0,Monday
22501,2018-01-02,1,26,2,2018,1,2018-01-02,1,Tuesday
22502,2018-01-03,1,26,3,2018,1,2018-01-03,2,Wednesday
22503,2018-01-04,1,26,4,2018,1,2018-01-04,3,Thursday
22504,2018-01-05,1,26,5,2018,1,2018-01-05,4,Friday
22505,2018-01-06,1,26,6,2018,1,2018-01-06,5,Saturday
22506,2018-01-07,1,26,7,2018,1,2018-01-07,6,Sunday
22507,2018-01-08,1,26,8,2018,1,2018-01-08,0,Monday
22508,2018-01-09,1,26,9,2018,1,2018-01-09,1,Tuesday
22509,2018-01-10,1,26,10,2018,1,2018-01-10,2,Wednesday
22510,2018-01-11,1,26,11,2018,1,2018-01-11,3,Thursday
22511,2018-01-12,1,26,12,2018,1,2018-01-12,4,Friday
22512,2018-01-13,1,26,13,2018,1,2018-01-13,5,Saturday
22513,2018-01-14,1,26,14,2018,1,2018-01-14,6,Sunday
22514,2018-01-15,1,26,15,2018,1,2018-01-15,0,Monday
22515,2018-01-16,1,26,16,2018,1,2018-01-16,1,Tuesday
22516,2018-01-17,1,26,17,2018,1,2018-01-17,2,Wednesday
22517,2018-01-18,1,26,18,2018,1,2018-01-18,3,Thursday
22518,2018-01-19,1,26,19,2018,1,2018-01-19,4,Friday
22519,2018-01-20,1,26,20,2018,1,2018-01-20,5,Saturday
22520,2018-01-21,1,26,21,2018,1,2018-01-21,6,Sunday
22521,2018-01-22,1,26,22,2018,1,2018-01-22,0,Monday
22522,2018-01-23,1,26,23,2018,1,2018-01-23,1,Tuesday
22523,2018-01-24,1,26,24,2018,1,2018-01-24,2,Wednesday
22524,2018-01-25,1,26,25,2018,1,2018-01-25,3,Thursday
22525,2018-01-26,1,26,26,2018,1,2018-01-26,4,Friday
22526,2018-01-27,1,26,27,2018,1,2018-01-27,5,Saturday
22527,2018-01-28,1,26,28,2018,1,2018-01-28,6,Sunday
22528,2018-01-29,1,26,29,2018,1,2018-01-29,0,Monday
22529,2018-01-30,1,26,30,2018,1,2018-01-30,1,Tuesday
22530,2018-01-31,1,26,31,2018,1,2018-01-31,2,Wednesday
22531,2018-02-01,1,26,1,2018,2,2018-02-01,3,Thursday
22532,2018-02-02,1,26,2,2018,2,2018-02-02,4,Friday
22533,2018-02-03,1,26,3,2018,2,2018-02-03,5,Saturday
22534,2018-02-04,1,26,4,2018,2,2018-02-04,6,Sunday
22535,2018-02-05,1,26,5,2018,2,2018-02-05,0,Monday
22536,2018-02-06,1,26,6,2018,2,2018-02-06,1,Tuesday
22537,2018-02-07,1,26,7,2018,2,2018-02-07,2,Wednesday
22538,2018-02-08,1,26,8,2018,2,2018-02-08,3,Thursday
22539,2018-02-09,1,26,9,2018,2,2018-02-09,4,Friday
22540,2018-02-10,1,26,10,2018,2,2018-02-10,5,Saturday
22541,2018-02-11,1,26,11,2018,2,2018-02-11,6,Sunday
22542,2018-02-12,1,26,12,2018,2,2018-02-12,0,Monday
22543,2018-02-13,1,26,13,2018,2,2018-02-13,1,Tuesday
22544,2018-02-14,1,26,14,2018,2,2018-02-14,2,Wednesday
22545,2018-02-15,1,26,15,2018,2,2018-02-15,3,Thursday
22546,2018-02-16,1,26,16,2018,2,2018-02-16,4,Friday
22547,2018-02-17,1,26,17,2018,2,2018-02-17,5,Saturday
22548,2018-02-18,1,26,18,2018,2,2018-02-18,6,Sunday
22549,2018-02-19,1,26,19,2018,2,2018-02-19,0,Monday
22550,2018-02-20,1,26,20,2018,2,2018-02-20,1,Tuesday
22551,2018-02-21,1,26,21,2018,2,2018-02-21,2,Wednesday
22552,2018-02-22,1,26,22,2018,2,2018-02-22,3,Thursday
22553,2018-02-23,1,26,23,2018,2,2018-02-23,4,Friday
22554,2018-02-24,1,26,24,2018,2,2018-02-24,5,Saturday
22555,2018-02-25,1,26,25,2018,2,2018-02-25,6,Sunday
22556,2018-02-26,1,26,26,2018,2,2018-02-26,0,Monday
22557,2018-02-27,1,26,27,2018,2,2018-02-27,1,Tuesday
22558,2018-02-28,1,26,28,2018,2,2018-02-28,2,Wednesday
22559,2018-03-01,1,26,1,2018,3,2018-03-01,3,Thursday
22560,2018-03-02,1,26,2,2018,3,2018-03-02,4,Friday
22561,2018-03-03,1,26,3,2018,3,2018-03-03,5,Saturday
22562,2018-03-04,1,26,4,2018,3,2018-03-04,6,Sunday
22563,2018-03-05,1,26,5,2018,3,2018-03-05,0,Monday
22564,2018-03-06,1,26,6,2018,3,2018-03-06,1,Tuesday
22565,2018-03-07,1,26,7,2018,3,2018-03-07,2,Wednesday
22566,2018-03-08,1,26,8,2018,3,2018-03-08,3,Thursday
22567,2018-03-09,1,26,9,2018,3,2018-03-09,4,Friday
22568,2018-03-10,1,26,10,2018,3,2018-03-10,5,Saturday
22569,2018-03-11,1,26,11,2018,3,2018-03-11,6,Sunday
22570,2018-03-12,1,26,12,2018,3,2018-03-12,0,Monday
22571,2018-03-13,1,26,13,2018,3,2018-03-13,1,Tuesday
22572,2018-03-14,1,26,14,2018,3,2018-03-14,2,Wednesday
22573,2018-03-15,1,26,15,2018,3,2018-03-15,3,Thursday
22574,2018-03-16,1,26,16,2018,3,2018-03-16,4,Friday
22575,2018-03-17,1,26,17,2018,3,2018-03-17,5,Saturday
